Gate revenue sharing of 3% shall be paid to the visiting team within 21 days.,payment
The coach shall receive annual compensation of Rs 10000000 plus accommodation allowance.,payment
Injury compensation of 75% base salary shall continue for maximum 12 months.,payment
The athlete shall be paid Rs 150000 per day for participation in training camps.,payment
Brand ambassador fees of Rs 35000000 over three years shall be paid semi-annually.,payment
The franchise shall provide housing allowance of Rs 250000 monthly if accommodation not provided.,payment
Championship prize pool of Rs 100000000 shall be distributed within 30 days of finals.,payment
The player shall receive benefit fund contribution of 10% of annual salary.,payment
Overseas player premium of 25% additional salary shall be paid in foreign currency.,payment
The sponsor shall reimburse all business class travel expenses within 15 days of submission.,payment
Milestone bonus of Rs 2000000 for 100th match appearance shall be paid immediately.,payment
The athlete shall receive per diem of Rs 8000 for each away match day.,payment
Testimonial match revenue of 80% shall be paid to the retiring player.,payment
Marketing rights fee of Rs 4000000 shall be paid for commercial exploitation.,payment
The league shall pay minimum guaranteed amount of Rs 3000000 regardless of selection.,payment
Playoff appearance bonus of Rs 800000 per match shall be credited within 5 days.,payment
The franchise shall match any competing offer if player enters free agency.,payment
Broadcasting revenue share of Rs 15000000 shall be distributed among franchises annually.,payment
The player shall receive signing bonus equal to 20% of total contract value.,payment
Academy coaching fees of Rs 200000 per month shall be paid for youth development role.,payment
Exhibition match fees of Rs 600000 shall be paid within 3 business days.,payment
The sponsor shall pay Rs 5000000 for exclusive category rights for sporting goods.,payment
Franchise transfer fee of Rs 80000000 shall be paid by acquiring team within 10 days.,payment
The athlete shall receive Rs 1500000 as annual equipment and training allowance.,payment
Image rights reversion payment of Rs 2000000 upon contract expiry.,payment
Commercial appearance fees ranging from Rs 100000 to Rs 500000 per event.,payment
The player shall receive 50% advance payment of Rs 10000000 upon contract signing.,payment
Either party may terminate this agreement by providing 90 days written notice.,termination
The franchise reserves the right to terminate immediately for disciplinary violations.,termination
Contract shall terminate automatically if player fails mandatory drug test.,termination
The sponsor may terminate for material breach with 60 days notice period.,termination
Termination for cause does not require any advance notice or compensation.,termination
The player may terminate if not selected in playing eleven for 10 consecutive matches.,termination
Franchise bankruptcy or insolvency triggers immediate contract termination rights.,termination
The agreement shall terminate upon player retirement or permanent disability.,termination
Either party may terminate if obligations are not met within 30 days of notice.,termination
The league may terminate participation for repeated rule violations.,termination
Automatic termination occurs if player is convicted of criminal offense.,termination
The franchise may terminate with buyout payment of 50% remaining contract value.,termination
Mutual termination requires written consent of both parties.,termination
The contract terminates at the end of the specified season unless renewed.,termination
Termination during probation period requires only 15 days notice.,termination
The player may terminate for non-payment of dues for two consecutive months.,termination
Force majeure events allow termination without penalty after 6 months.,termination
The sponsor may terminate if athlete's public image is materially damaged.,termination
Club relegation triggers optional termination clause for marquee players.,termination
The agreement terminates if player joins competing league without permission.,termination
Injury preventing play for 9 consecutive months allows franchise termination.,termination
The player may terminate if franchise relocates to different city.,termination
Termination requires settlement of all pending dues within 30 days.,termination
The coach contract may be terminated with 6 months salary as severance.,termination
Automatic renewal unless either party provides termination notice 60 days prior.,termination
The franchise may release player to free agency with mutual agreement.,termination
Breach of morality clause enables immediate termination without compensation.,termination
The agreement terminates if league operations are permanently suspended.,termination
Player may opt out after third season with 120 days advance notice.,termination
The sponsor may terminate if athlete fails to maintain top 50 world ranking.,termination
Termination by franchise requires payment of guaranteed salary for remaining term.,termination
The player may terminate if coaching staff is changed without consultation.,termination
Contract voidable if material misrepresentation discovered within 90 days.,termination
The league may terminate for violation of anti-corruption code.,termination
Either party may terminate if performance targets mutually agreed are unmet.,termination
Late payment penalty of 2% per month shall be charged on overdue amounts.,penalty
Absence from training without approval incurs fine of Rs 50000 per day.,penalty
The player shall pay Rs 100000 fine for each missed promotional obligation.,penalty
Disciplinary action may result in suspension and fine up to Rs 500000.,penalty
Breach of social media policy attracts penalty of Rs 200000 per violation.,penalty
The athlete must pay Rs 25000 for each instance of late arrival to matches.,penalty
Non-compliance with fitness standards results in fine of Rs 150000.,penalty
Violation of team dress code incurs Rs 10000 penalty per occurrence.,penalty
The player shall forfeit match fees for voluntary withdrawal from selection.,penalty
Penalty of 10% contract value for breach of exclusivity agreement.,penalty
The franchise may deduct Rs 300000 for each unauthorized commercial appearance.,penalty
Repeated code of conduct violations may result in suspension without pay.,penalty
The player must pay liquidated damages of Rs 2000000 for contract breach.,penalty
Equipment damage due to negligence incurs replacement cost plus 25% penalty.,penalty
Missing mandatory anti-doping test attracts automatic fine of Rs 1000000.,penalty
The athlete shall pay Rs 75000 per day for unauthorized absence during season.,penalty
Breach of confidentiality may result in penalty equal to actual damages caused.,penalty
The player forfeits performance bonus if suspended for disciplinary reasons.,penalty
Late submission of required documents incurs Rs 5000 penalty per day.,penalty
The franchise may impose fine up to Rs 250000 for on-field misconduct.,penalty
Failure to attend press conferences after matches incurs Rs 50000 fine.,penalty
Violation of anti-corruption guidelines results in lifetime ban and financial penalty.,penalty
The player must pay costs incurred due to breach including legal fees.,penalty
Non-participation in community service events attracts Rs 100000 penalty.,penalty
The athlete shall bear full cost of medical treatment for non-sports injuries.,penalty
Penalty clause for early termination equals 30% of remaining contract value.,penalty
The player shall pay Rs 500000 for each instance of bringing sport into disrepute.,penalty
Accumulation of three yellow cards results in one match suspension without pay.,penalty
The franchise may recover signing bonus if player leaves within first year.,penalty
Penalty of Rs 2000000 for joining rival franchise within 12 months of termination.,penalty
All contract negotiations and financial terms shall remain strictly confidential.,confidentiality
The player shall not disclose team strategies or tactical information publicly.,confidentiality
Confidentiality obligations survive contract termination for a period of 5 years.,confidentiality
The franchise must protect athlete's personal information and medical records.,confidentiality
Both parties agree not to discuss contract disputes in public or media.,confidentiality
Trade secrets and proprietary training methods shall remain confidential indefinitely.,confidentiality
The athlete shall not reveal sponsor's marketing plans or campaign details.,confidentiality
Non-disclosure agreement covers all commercial terms and performance bonuses.,confidentiality
The player must obtain written approval before discussing contract publicly.,confidentiality
Confidential information includes scouting reports and player evaluations.,confidentiality
The franchise shall not disclose player's salary or bonus structure.,confidentiality
Both parties must keep settlement terms confidential upon termination.,confidentiality
The athlete shall sign separate NDA for access to proprietary technology.,confidentiality
Breach of confidentiality may result in injunction and monetary damages.,confidentiality
The player shall not share internal communications or team meetings content.,confidentiality
Confidential data must be returned or destroyed upon contract expiry.,confidentiality
The sponsor shall protect athlete's personal brand strategy information.,confidentiality
Any leak of confidential information allows aggrieved party to seek remedies.,confidentiality
The player must keep injury reports and medical data private.,confidentiality
Confidentiality extends to contract negotiations with third parties.,confidentiality
The franchise shall maintain privacy of player's family information.,confidentiality
Both parties agree to confidential arbitration for dispute resolution.,confidentiality
The athlete shall not disclose financial terms to other players or agents.,confidentiality
Pre-contract negotiations and discussions shall remain confidential.,confidentiality
The player must protect intellectual property of training programs.,confidentiality
Confidential information excludes data already in public domain.,confidentiality
The franchise shall implement security measures to protect sensitive data.,confidentiality
Authorized disclosure requires prior written consent from both parties.,confidentiality
The player shall maintain confidentiality of sponsor's product development plans.,confidentiality
Both parties warrant no unauthorized disclosure of proprietary information.,confidentiality
All disputes shall be resolved through arbitration under Arbitration Act 1996.,dispute_resolution
The venue for arbitration proceedings shall be Mumbai High Court jurisdiction.,dispute_resolution
Parties agree to mediation before initiating formal arbitration process.,dispute_resolution
A panel of three arbitrators shall be appointed for dispute resolution.,dispute_resolution
The arbitration shall be conducted in accordance with BCCI rules.,dispute_resolution
Disputes must be notified within 30 days of occurrence for resolution.,dispute_resolution
The arbitrator's decision shall be final and binding on both parties.,dispute_resolution
Arbitration proceedings shall be confidential and conducted in English language.,dispute_resolution
The parties submit to exclusive jurisdiction of Delhi courts for legal matters.,dispute_resolution
Sports disputes shall be referred to Court of Arbitration for Sport (CAS).,dispute_resolution
Any controversy must first be addressed through good faith negotiations.,dispute_resolution
The league commissioner shall have authority to resolve player-franchise disputes.,dispute_resolution
Emergency interim relief may be sought from competent civil court.,dispute_resolution
Arbitration costs shall be borne equally by both parties unless decided otherwise.,dispute_resolution
Disputes regarding contract interpretation shall be resolved by neutral expert.,dispute_resolution
The parties agree to fast-track arbitration for time-sensitive matters.,dispute_resolution
Appeal against arbitration award limited to grounds specified by law.,dispute_resolution
Disputes arising during season shall not affect player's participation.,dispute_resolution
The arbitration award shall be enforceable as court decree.,dispute_resolution
Parties waive right to jury trial for any contract disputes.,dispute_resolution
Mediation session must be completed within 45 days of dispute notice.,dispute_resolution
The dispute resolution clause survives termination of this agreement.,dispute_resolution
Arbitrator shall be appointed from panel of sports law experts.,dispute_resolution
Disputes shall be resolved in accordance with ICC Dispute Resolution Rules.,dispute_resolution
The parties agree to binding arbitration administered by SIAC Singapore.,dispute_resolution
Any dispute shall be governed by substantive law excluding conflict rules.,dispute_resolution
The franchise and player agree to resolve disputes through league tribunal.,dispute_resolution
Arbitration proceedings may be initiated by either party with 15 days notice.,dispute_resolution
The seat of arbitration shall be New Delhi with proceedings in English.,dispute_resolution
Parties agree not to pursue parallel litigation during arbitration.,dispute_resolution
This agreement shall be governed by the laws of India and applicable sports regulations.,governing_law
The contract shall be interpreted in accordance with Indian Contract Act 1872.,governing_law
BCCI playing conditions and regulations shall form part of this agreement.,governing_law
The agreement is subject to IPL governing council rules and amendments.,governing_law
All statutory compliances under Indian labor laws must be maintained.,governing_law
The contract shall comply with Foreign Exchange Management Act for overseas payments.,governing_law
ICC anti-corruption code shall be binding on the player.,governing_law
The agreement incorporates by reference all league bylaws and policies.,governing_law
Tax liabilities shall be governed by Income Tax Act of India.,governing_law
The player agrees to abide by national anti-doping regulations.,governing_law
Jurisdiction for legal proceedings shall be courts of Mumbai Maharashtra.,governing_law
The contract is subject to sports ministry guidelines and directives.,governing_law
All amendments to league rules automatically apply to this agreement.,governing_law
The governing law shall be Indian law without regard to conflict provisions.,governing_law
Player registration rules of respective sports federation shall apply.,governing_law
The agreement shall comply with Right to Information Act where applicable.,governing_law
International transfer regulations shall govern player movements across borders.,governing_law
The contract is subject to collective bargaining agreement if applicable.,governing_law
Applicable law includes both central and state sporting regulations.,governing_law
The player must comply with visa and immigration laws for international play.,governing_law
This agreement shall be governed by laws of England for international disputes.,governing_law
FIFA regulations shall apply for football-related contractual matters.,governing_law
The contract incorporates ICC playing conditions for cricket.,governing_law
Olympic charter provisions shall govern participation in Olympic events.,governing_law
The agreement is subject to updates in sports broadcasting regulations.,governing_law
Competition law and anti-trust regulations shall apply to exclusivity clauses.,governing_law
The player acknowledges WADA code compliance as condition of participation.,governing_law
Data protection laws shall govern handling of athlete's personal information.,governing_law
The contract shall comply with minimum wage regulations for professional athletes.,governing_law
Constitutional provisions regarding fundamental rights shall not be waived.,governing_law
The franchise shall not be liable for injuries sustained during authorized play.,liability
The player assumes all risk of injury inherent in professional sports.,liability
The league disclaims liability for event cancellation due to force majeure.,liability
The sponsor is not responsible for athlete's performance or results.,liability
The player shall indemnify franchise against third-party claims arising from misconduct.,liability
Neither party shall be liable for indirect or consequential damages.,liability
The franchise's maximum liability is limited to total contract value.,liability
The athlete releases league from liability for injuries during sanctioned events.,liability
The sponsor shall not be held liable for unauthorized use of player's image.,liability
Product liability for endorsed goods remains with manufacturer not athlete.,liability
The player is solely responsible for tax compliance and liabilities.,liability
The franchise disclaims liability for criminal acts of the player.,liability
Force majeure events excuse performance without liability.,liability
The league is not liable for financial losses due to poor team performance.,liability
The player shall maintain adequate personal liability insurance.,liability
The sponsor's liability for breach is limited to refund of fees paid.,liability
The athlete waives claims against franchise for normal wear and career decline.,liability
Neither party liable for failure to perform due to government restrictions.,liability
The franchise shall indemnify player against claims arising from franchise's breach.,liability
The player accepts liability for damage to team property due to negligence.,liability
The league assumes no liability for third-party contractual disputes.,liability
The sponsor is not liable for competitor's actions or market conditions.,liability
The player shall hold franchise harmless from claims by player's representatives.,liability
Liability for travel accidents during official duty covered by insurance only.,liability
The franchise disclaims warranties regarding career advancement or selection.,liability
The athlete accepts all medical risks and releases team doctors from liability.,liability
The league is not liable for changes in tournament format or rules.,liability
The player indemnifies sponsor against intellectual property infringement claims.,liability
Neither party liable for acts of god or circumstances beyond reasonable control.,liability
The franchise's liability for wrongful termination limited to remaining salary.,liability
The player must attend minimum 90% of all scheduled team training sessions.,performance
The athlete shall maintain body composition within 15% body fat as measured monthly.,performance
Failure to achieve fitness benchmarks may result in contract review or termination.,performance
The player must complete all mandatory physical assessments before season starts.,performance
Performance metrics including strike rate and average shall be evaluated quarterly.,performance
The athlete must participate in all matches unless injured or granted leave.,performance
Minimum playing time guarantee of 60% subject to performance and fitness.,performance
The player shall achieve target ranking within top 100 globally by season end.,performance
Non-compliance with training schedule may result in fines and suspension.,performance
The athlete must maintain professional conduct during all public appearances.,performance
Performance bonus contingent on achieving 80% attendance at practice sessions.,performance
The player shall undergo periodic skill assessments by designated coaches.,performance
Failure to meet minimum match performance standards triggers improvement plan.,performance
The athlete must participate in community outreach programs monthly.,performance
The player shall maintain social media presence with minimum engagement metrics.,performance
Performance improvement plan may be instituted for three consecutive poor performances.,performance
The athlete must submit to random drug testing without advance notice.,performance
The player shall participate in all media obligations and press conferences.,performance
Minimum performance standard requires availability for 85% of season matches.,performance
The athlete must attend all promotional events as reasonably requested.,performance
The player shall achieve certification in anti-doping education annually.,performance
Performance analytics and biometric data may be collected for improvement.,performance
The athlete must participate in team-building activities and bonding sessions.,performance
The player shall comply with all league uniform and branding requirements.,performance
Failure to maintain required performance levels may trigger salary reduction.,performance
The athlete must attend mental conditioning and sports psychology sessions.,performance
The player shall participate in youth coaching and mentorship programs.,performance
Performance targets shall be revised annually based on age and role.,performance
The athlete must maintain valid passport and necessary travel documents.,performance
The player shall achieve minimum threshold in standardized fitness tests.,performance
The term of this agreement shall commence from signing date and continue for 3 years.,other
The player shall wear team uniform and display sponsor logos during all matches.,other
The franchise shall provide business class travel for all international assignments.,other
The athlete is entitled to 30 days paid leave annually excluding injury periods.,other
The player shall attend jersey launch events and season opening ceremonies.,other
The franchise shall provide accommodation meeting four-star hotel standards.,other
The athlete may engage personal coach subject to franchise approval.,other
The player shall participate in fan meet-and-greet events quarterly.,other
The franchise shall provide access to world-class training facilities.,other
The athlete is entitled to bring family members to home matches.,other
The player shall make himself available for commercial photoshoots.,other
The franchise shall provide nutritionist and dietary consultation services.,other
The athlete may request second medical opinion at franchise expense.,other
The player shall attend mandatory team meetings and strategy sessions.,other
The franchise shall provide physiotherapy and rehabilitation support.,other
The athlete is entitled to complimentary team merchandise quarterly.,other
The player shall participate in pre-season training camp in full.,other
The franchise shall arrange visa and work permit for international players.,other
The athlete may negotiate personal sponsorships with prior approval.,other
The player shall grant interview rights to official league broadcaster.,other
The franchise shall provide parking and transportation to training facility.,other
The athlete is entitled to use of team gym and fitness equipment.,other
The player shall allow use of name and likeness for team promotions.,other
The franchise shall maintain comprehensive medical insurance coverage.,other
The athlete may request schedule accommodation for religious observances.,other
The player shall attend annual awards ceremony and gala dinner.,other
The franchise shall provide interpreter services for foreign players.,other
The athlete is entitled to priority booking for physio appointments.,other
The player shall participate in digital content creation for team channels.,other
The franchise shall conduct annual contract review meeting with player.,other
The player must report all gifts exceeding Rs 10000 received from third parties.,compliance
The athlete shall complete annual anti-corruption education certification.,compliance
All payments shall comply with tax deduction at source requirements.,compliance
The player must maintain valid work permit for playing in the league.,compliance
The franchise shall ensure compliance with child labor laws for minor players.,compliance
The athlete must declare all offshore income and comply with FEMA regulations.,compliance
Player registration must be completed before participating in official matches.,compliance
The franchise shall comply with salary cap regulations imposed by league.,compliance
The athlete must submit to background verification and police clearance.,compliance
Compliance with anti-match-fixing protocols is mandatory for all players.,compliance
The franchise shall maintain statutory records and filings with authorities.,compliance
The player must comply with visa conditions and immigration regulations.,compliance
All commercial agreements require league approval for compliance.,compliance
The franchise shall ensure compliance with equal opportunity employment laws.,compliance
The athlete must complete harassment prevention training within 30 days.,compliance
Compliance with WADA prohibited substances list is mandatory.,compliance
The franchise shall file information returns for all player payments.,compliance
The athlete must comply with national team selection and availability.,compliance
Medical data handling shall comply with privacy and data protection laws.,compliance
The franchise shall ensure insurance compliance for all players.,compliance
The player must attend mandatory ethics and integrity workshops.,compliance
Compliance with broadcasting restrictions during matches is required.,compliance
The franchise shall maintain compliance with environmental regulations.,compliance
The athlete must report any approach for corrupt practices immediately.,compliance
Financial fair play regulations must be complied with by franchise.,compliance
The player shall comply with team's code of conduct and disciplinary rules.,compliance
The franchise must ensure workplace safety compliance at training facilities.,compliance
The athlete shall comply with doping control procedures and sample collection.,compliance
All contract amendments require written consent and league approval.,compliance
The franchise shall ensure compliance with accessibility requirements.,compliance
The player shall be provided with written employment contract within 7 days.,other
Annual performance appraisal shall be conducted at end of each season.,other
The franchise shall organize team building activities and bonding sessions.,other
The athlete may designate beneficiary for insurance and compensation purposes.,other
The player shall have locker and storage facilities at training venue.,other
The franchise shall provide mental health counseling services confidentially.,other
The athlete is entitled to grievance redressal through player association.,other
The player shall receive detailed breakdown of all deductions from payments.,other
The franchise shall conduct exit interview upon contract termination.,other
The athlete may request transfer to another franchise with written notice.,other
The player shall be notified of coaching staff changes in advance.,other
The franchise shall provide career transition support post-retirement.,other
The athlete is entitled to use team logo for personal portfolio.,other
The player shall receive copy of match statistics and performance reports.,other
The franchise shall organize family day events for players annually.,other
The athlete may participate in charity events with prior intimation.,other
The player shall be consulted on major team decisions affecting role.,other
The franchise shall provide language and cultural training for foreign players.,other
The athlete is entitled to medical records upon request.,other
The player shall receive advance notice of any contract assignment.,other
The franchise shall maintain player welfare fund contributions.,other
The athlete may form players committee for collective representation.,other
The player shall be provided with detailed tour itinerary in advance.,other
The franchise shall recognize major personal milestones and achievements.,other
The athlete is entitled to fair hearing before disciplinary action.,other
The player shall receive orientation about club history and values.,other
The franchise shall provide tax advisory services for complex situations.,other
The athlete may request modification of training schedule for valid reasons.,other
The player shall be given opportunity to provide input on team strategy.,other
The franchise shall maintain transparent communication channels with players.,other
